,X_pan,X_pitch,X_mainVol,X_expression,X_velocity,X_ovVol,Y_pan,Y_pitch,Y_mainVol,Y_expression,Y_velocity,Y_ovVol,Diff_timing(MicroSeconds),Diff_timing(Beats),Diff_pitch,Diff_freq,Diff_pan,Diff_mainVol,Diff_expression,Diff_velocity,Diff_ovVol,Diff_octave,Diff_program(group),X_panClassification,Y_panClassification,HasDiff_timing,HasDiff_program,HasDiff_pan,HasDiff_pitch,HasDiff_ppp,HasDiff_ovVol,HasDiff_octave,X_panIsCenter,Y_panIsCenter,X_hasPitchBend,Y_hasPitchBend
Diff_ovVol,0.030642746031107466,-0.0034226110748230834,,,-0.35004314113519247,-0.35004314113518314,-0.022191520027443814,0.002028042232696539,,,0.414950996320392,0.41495099632040383,-0.03770144932790083,-0.015123079634868955,0.0044700628188833,-0.006216905312712767,-0.034995374452601535,,,0.9999999999999699,1.0,0.07836571137245676,0.06204064718781844,0.037540442675185595,-0.02787130408701242,,0.06900276089597052,-0.00852206599963757,0.0006431265765199315,0.02653499315223712,-0.09238592601213359,0.052264770889872095,-0.05714802841471621,0.027962333063060917,0.04552141429096817,-0.036295901763904105
Diff_octave,0.03236484505506438,-0.004059209948263226,,,-0.03098667410769476,-0.030986674107693932,-0.039598340777192625,0.005276274703529345,,,0.029064693736189633,0.029064693736191496,-0.011021509656155622,-0.013478486594118525,0.00768990525084449,,-0.048281729936137795,,,0.07836571137245128,0.07836571137245676,1.0,0.008977507313927177,0.05319400640046542,-0.06141290467356118,,0.007376497985492311,-0.02229871304245033,-0.010122898891303803,0.0047021209254820215,-0.0013762356989421244,0.01858211624296429,0.032527946409620284,-0.010416316010516926,-0.01647790836640005,0.003613901916177628
Diff_program(group),0.06870326113007207,0.0014428220923506704,,,0.08876533840370626,0.08876533840371072,0.0827668982196878,0.02157449345988915,,,0.13305457318152616,0.1330545731815275,-0.013802206427439996,0.018292078830590135,0.01677479554895343,0.002160433152947038,0.01436769899770935,,,0.06204064718781691,0.06204064718781844,0.008977507313927177,1.0,0.08248724898231125,0.10016470119938935,,0.9533877865915592,-0.23600796782672462,-0.15317264105835077,0.15049988237162468,0.03209522936122799,0.38665985152036114,0.16242119198528313,0.22253617081958724,-0.001155692336925462,-0.18263371108215806
X_panClassification,0.9638168633219142,0.013252843580029913,,,-0.057501471444809514,-0.057501471444807085,-0.10702807411104286,-0.06230457515486941,,,-0.027509837370604903,-0.027509837370604372,0.002170892327794803,0.03797721659039767,-0.06260743238934052,-0.10565998284432619,-0.6867551485512764,,,0.03754044267518575,0.037540442675185595,0.05319400640046542,0.08248724898231125,1.0,-0.11155680679311564,,0.05827612852768718,-0.18305326788090578,0.032450351997708196,-0.08476073090798274,0.09577226458050439,0.031929247233790606,-0.05897439018543088,-0.03585286255199243,0.034803184726304615,-0.002709001018784321
Y_panClassification,-0.13181917347806513,-0.02879178430237881,,,-0.007024561389714534,-0.007024561389709425,0.9740369375932926,0.015526697430898084,,,-0.027864239270001884,-0.027864239269998547,-0.04289999129982206,-0.01110824998733989,0.03632732928560785,0.07388283574753206,0.7659725382949252,,,-0.027871304087011876,-0.02787130408701242,-0.06141290467356118,0.10016470119938935,-0.11155680679311564,1.0,,0.07671556787522224,-0.19278169160626504,0.0377228693207528,-0.08460645277117299,0.10567899025964264,0.05533344115565837,-0.014209110899921506,-0.02688943077810765,0.0466922574854426,0.05536016404424294
HasDiff_timing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HasDiff_program,0.038219520577772115,0.01293882753298997,,,0.10816075241319967,0.10816075241320014,0.05508458752477929,0.030768981302908324,,,0.15714924224059976,0.15714924224060167,0.00270307074296746,0.018608976335366813,0.015076354125917967,0.0025867379408849407,0.014326173476759524,,,0.0690027608959705,0.06900276089597052,0.007376497985492311,0.9533877865915592,0.05827612852768718,0.07671556787522224,,1.0,-0.19746849277933584,-0.1619778128737348,0.15785799282123905,0.027395541993877278,0.405988515829,0.1337749776825009,0.19424732006497247,-0.000398721967317131,-0.1876971677132728
HasDiff_pan,-0.1833098233716394,0.03725870650573943,,,0.04958936135987896,0.04958936135987784,-0.19790047462942406,0.10352115626791837,,,0.04173215401861742,0.04173215401861835,0.10448102315053809,-0.010542606370529213,0.0558248605522821,0.07960465860962884,-0.022270686204702864,,,-0.008522065999637606,-0.00852206599963757,-0.02229871304245033,-0.23600796782672462,-0.18305326788090578,-0.19278169160626504,,-0.19746849277933584,1.0,0.033131669702288355,0.2666460857247246,0.0004819764063049787,-0.10459508410279539,-0.461491010951971,-0.5852034040445225,0.035109619135920644,0.01881007446154206
HasDiff_pitch,0.019410194420018886,0.013745315557436454,,,-0.025159850160198335,-0.02515985016019138,0.026273969501162762,-0.04297154010302528,,,-0.023952087287810064,-0.023952087287802043,-0.03478251186323224,-0.04367889149809887,-0.046924590933084195,-0.0637600427973059,0.0060839412967945775,,,0.0006431265765208324,0.0006431265765199315,-0.010122898891303803,-0.15317264105835077,0.032450351997708196,0.0377228693207528,,-0.1619778128737348,0.033131669702288355,1.0,0.2612963645030412,-0.05765566599373764,-0.12019384528189696,0.0524636496772962,0.002318688526633884,0.40746561660970954,0.71450460075603
HasDiff_ppp,-0.088398417876482,0.011607332987953464,,,0.019764323600014358,0.019764323600015662,-0.08858029025387905,-0.0033937876002786325,,,0.039229452274904084,0.03922945227490616,0.003801154864744676,-0.017740912402168088,-0.012261225016608346,-0.020092317844077383,-0.005938391302892211,,,0.026534993152237334,0.02653499315223712,0.0047021209254820215,0.15049988237162468,-0.08476073090798274,-0.08460645277117299,,0.15785799282123905,0.2666460857247246,0.2612963645030412,1.0,-0.04153606020334952,0.07478763162218856,-0.08577785430922723,-0.11701960077876149,0.11855279536211574,0.1976386440972932
HasDiff_ovVol,0.08942502626853223,0.010994688126358523,,,-0.398017985402847,-0.3980179854028499,0.10728702224597084,0.052771440539077105,,,-0.4563388736245775,-0.45633887362459763,0.08877546429532926,0.12820373453370942,0.03496111247328392,0.043555412151345736,0.018390573947183738,,,-0.09238592601212939,-0.09238592601213359,-0.0013762356989421244,0.03209522936122799,0.09577226458050439,0.10567899025964264,,0.027395541993877278,0.0004819764063049787,-0.05765566599373764,-0.04153606020334952,1.0,0.13672468464410606,-0.03505686933582189,-0.055185643772664654,0.021507762475814873,-0.10119531920377331
HasDiff_octave,4.3530465194286126e-05,0.009581425467566117,,,-0.0339547528067782,-0.033954752806778385,0.032127372499460044,0.038465279525204094,,,0.006477020610743732,0.006477020610742402,-0.013981926545523514,0.06329980238733074,0.02420885234931213,,0.022477176486837808,,,0.05226477088987236,0.052264770889872095,0.01858211624296429,0.38665985152036114,0.031929247233790606,0.05533344115565837,,0.405988515829,-0.10459508410279539,-0.12019384528189696,0.07478763162218856,0.13672468464410606,1.0,0.05594582713193416,0.12818521370055555,0.00827065947862149,-0.17222592404430845
X_panIsCenter,-0.07357169161728339,-0.0351970659325417,,,0.01874088278137375,0.018740882781372876,-0.023471516277219363,-0.09273677111498424,,,-0.02494075705088192,-0.02494075705088547,-0.05781577579273679,0.01902436879239651,-0.048529582805963714,-0.06720283565227174,0.030258185872138275,,,-0.057148028414712906,-0.05714802841471621,0.032527946409620284,0.16242119198528313,-0.05897439018543088,-0.014209110899921506,,0.1337749776825009,-0.461491010951971,0.0524636496772962,-0.08577785430922723,-0.03505686933582189,0.05594582713193416,1.0,0.5897333190302023,-0.13794182813689496,0.06994425221517263
Y_panIsCenter,-0.04889374144828964,-0.05447181049130663,,,-0.03541419963854392,-0.035414199638544246,-0.030526621250667775,-0.0980843870071069,,,-0.013287555281149586,-0.013287555281151647,-0.08638057746434334,0.029080157135552884,-0.03730601907781733,-0.08313742405928518,0.009651831716231843,,,0.027962333063059227,0.027962333063060917,-0.010416316010516926,0.22253617081958724,-0.03585286255199243,-0.02688943077810765,,0.19424732006497247,-0.5852034040445225,0.002318688526633884,-0.11701960077876149,-0.055185643772664654,0.12818521370055555,0.5897333190302023,1.0,-0.017658498043218833,-0.06069733183027064
X_hasPitchBend,0.023946783362554732,-0.07931521033215348,,,-0.06121733177873556,-0.061217331778733064,0.038011814498442854,-0.01260955582058889,,,-0.025093829279379278,-0.025093829279372454,0.018323010942532414,0.01874655680724969,0.054001162117362125,0.061356654020107745,0.011426546641581376,,,0.04552141429096803,0.04552141429096817,-0.01647790836640005,-0.001155692336925462,0.034803184726304615,0.0466922574854426,,-0.000398721967317131,0.035109619135920644,0.40746561660970954,0.11855279536211574,0.021507762475814873,0.00827065947862149,-0.13794182813689496,-0.017658498043218833,1.0,0.04004081255452395
Y_hasPitchBend,-0.010545837785529652,-0.046654182646152315,,,0.025085940630976886,0.025085940630980717,0.04810579999326704,-0.11939501438817897,,,-0.003035614198465572,-0.0030356141984605872,-0.08194551460568414,-0.09839643452955522,-0.06139096662715972,-0.08739987184426948,0.04039146585717395,,,-0.036295901763902357,-0.036295901763904105,0.003613901916177628,-0.18263371108215806,-0.002709001018784321,0.05536016404424294,,-0.1876971677132728,0.01881007446154206,0.71450460075603,0.1976386440972932,-0.10119531920377331,-0.17222592404430845,0.06994425221517263,-0.06069733183027064,0.04004081255452395,1.0
